['r_shoulder_z', 'r_shoulder_y', 'r_arm_x', 'r_elbow_y', 'r_wrist_z', 'r_wrist_x', 'r_indexfinger_x']
[-22.137944210264592, 74.1481635796875, 51.043006417236334, 84.3242933211914, -56.111536134106444, 75.431130765625, 35.51476010904541]
[-21.037705512039793, 72.41887133886719, 52.14993507501953, 83.27867037285156, -55.8966446990625, 90.5096627078125, 28.49499915108887]
[-20.078958075370178, 70.66756724472657, 53.03174300639648, 82.20696072558593, -55.50632688664551, 104.93981343789062, 21.484416429091798]
[-19.235804072666017, 68.92324492070313, 53.69972672421875, 81.1110280671875, -55.005903903984375, 118.77705382656251, 14.56224084724121]
[-18.468978038580932, 67.19039781474609, 54.21877661747559, 79.99412783525392, -54.305900276342776, 132.04618854687502, 7.759673958562013]
[-17.760789523284913, 65.46368686962892, 54.62390913549805, 78.75027603857421, -53.26662934570313, 144.48081598046878, 1.0910923358984377]
[-17.066822448850097, 63.652107385263676, 54.891742900849614, 77.30619894868164, -51.52558090599366, 151.7388726042969, -5.436739153552247]
[-16.373646826572266, 61.84908275441406, 54.89802073714844, 75.87069829121094, -49.282129262695314, 156.892494428125, -11.81571063809961]
[-15.672292630272215, 59.92960394625976, 54.832819425117194, 74.46517015366211, -46.43861211359863, 160.43715726875, -18.06271039102539]
[-14.943298925075684, 57.91971606277344, 54.46172634564453, 73.11007497978515, -43.287480915161126, 163.10193604464843, -24.13297764595703]
[-14.09674607128906, 55.9317557543457, 53.98735855488281, 72.06295458740234, -39.747045949035645, 165.36841448925782, -30.00470336767578]
[-13.200561935996094, 54.02853256796875, 53.47702908320312, 71.08669506171874, -35.66322704736328, 167.21833909843747, -35.726546571562494]
[-12.26971684984619, 52.175074036538085, 52.95426225354004, 70.12989321938475, -31.427587821685787, 168.99572346191405, -41.30714293554687]
[-11.302119906181641, 50.33849989920898, 52.381818331142576, 69.20143896445313, -27.00810560097046, 170.68691539902346, -46.75481921149414]
[-10.296590791374513, 48.50907536006836, 51.72283213696289, 68.31097996362305, -22.372898411352082, 172.29953958115237, -52.33480678173828]
[-9.250135265100099, 46.5063921671875, 51.052809860156245, 67.46730515039063, -17.611763190246577, 173.81637162304688, -59.69365020898438]
[-8.161410319048464, 44.425524006723634, 50.36990992424317, 66.68015693447265, -12.757513688461914, 175.22799869121093, -67.64881979174805]
[-7.021429207142945, 42.36956544157226, 49.67006760800781, 65.95983297197266, -7.813895599853516, 176.53089184550782, -75.29607396425783]
[-5.740942313486329, 40.34403135407715, 48.87674310604004, 65.32547222459961, -2.76125182352539, 177.716939203125, -81.49631264585938]
[-4.227352229567871, 38.7972246565625, 47.93634421097656, 64.85305227828124, 3.2100196105273433, 178.78840005234375, -84.34048603671874]
[-2.5961579618795514, 37.27088627502442, 46.97902664587402, 64.78721428808593, 9.233535149719238, 179.7295546850586, -87.20402138842773]
[-0.9244533438186033, 35.72529288167969, 46.00447946977539, 65.08293411560547, 15.260915346777344, 180.51683192714842, -90.10452517273438]
[0.7475248634923096, 34.21681987638672, 45.005588859882806, 65.44572337116212, 21.27716983110254, 180.94570925263673, -93.0443286293457]
[2.4144880033283207, 32.75719555292969, 43.97145872451172, 65.88724263605468, 27.19770563509375, 181.23332987695312, -96.0315667320703]
[4.071419758767211, 31.353197389921874, 42.92428671115722, 66.41889038290039, 33.085028744770504, 181.38374732138672, -99.07358997467773]
[5.713353149487305, 30.018405064453127, 41.845007522216804, 67.25944039941407, 38.94959749438477, 181.3801270371094, -102.1729435234375]
[7.332654862911621, 28.76762062568359, 40.71675791310059, 68.21230799575196, 44.778193413466795, 180.94387836484373, -105.33839537158204]
[9.050906688460937, 27.6140698675, 39.5353032459375, 69.26506069218749, 50.5582115765625, 180.360507559375, -108.5757227040625]
[10.738064145939942, 26.575225397949218, 38.287921141577144, 70.4352399640625, 56.25704563757813, 179.64836637724608, -111.89768071914062]
[12.35970184251953, 25.70857615697754, 36.96531000009765, 71.73579186904297, 61.86438548271485, 178.79378290742187, -115.30150872539063]
[13.912817717974853, 25.172045257128907, 35.57611489355469, 73.17480250488282, 67.37699496376953, 177.80221717382813, -118.79077786181641]
