['r_shoulder_z', 'r_shoulder_y', 'r_arm_x', 'r_elbow_y', 'r_wrist_z', 'r_wrist_x', 'r_indexfinger_x']
[15.386703470659178, 24.777592624189452, 34.12005564617188, 74.76749083789062, 72.96445142207031, 176.65723693828124, -122.3843344140625]
[16.77671028463867, 24.522717630600585, 32.54741831716797, 76.61504545673827, 78.38120647456056, 175.33275361148438, -126.09503039970704]
[18.071093790195313, 24.53924567034668, 30.884342691513673, 78.76716609574218, 83.59208032148437, 173.8219629073828, -129.9389376064453]
[19.25530232300049, 24.945822663369142, 29.166765324941405, 81.08179546621093, 88.56489402457032, 172.09906580779298, -133.9256318366211]
[20.274791316992186, 25.555382588183598, 27.461547767285154, 83.56323652148437, 93.23791706640625, 170.1813247421875, -138.142569234375]
[21.180069412756346, 26.266706747131348, 25.722344009594728, 86.38759708012697, 97.62389544492189, 168.0148677706055, -142.54676107373047]
[21.973845118916017, 27.088555558041993, 24.000770152124023, 89.49413481947266, 101.71790338472657, 165.5750969933203, -147.16053912871095]
[22.693720975075685, 28.02658781549072, 22.2921550928833, 92.77973118887695, 105.56533536767579, 163.18123653691407, -152.01685626982422]
[23.377605022705076, 29.070694248720702, 20.708878604257812, 96.22089479609375, 108.98462761210938, 160.51287810710937, -157.14494702304688]
[24.034076539660646, 30.22919142927246, 19.279282520324706, 99.83641876879882, 111.88297314404296, 157.35697221044924, -162.56850092919922]
[24.70051553186035, 31.541654525976565, 18.057356266308595, 103.63527015214844, 114.1656847888672, 153.6823665373047, -168.3216104091797]
[25.413021095056152, 32.96269855576172, 17.081715209301755, 107.62523134492189, 115.79373800307617, 149.47823002578127, -174.41462169882814]
[26.239823662304687, 34.42141610296875, 16.453725183300783, 111.81624200078124, 116.48260618203125, 144.6832696046875, -180.89820959374998]
[27.38161018428955, 35.99075436570801, 16.36878589821045, 116.19263034335938, 116.50425878798829, 140.61658124853514, -186.17582429746093]
[28.827802658081055, 37.411556243896484, 16.767677307128906, 120.64803314208984, 115.37002563476562, 135.3535614013672, -192.5824432373047]
