['r_shoulder_z', 'r_shoulder_y', 'r_arm_x', 'r_elbow_y', 'r_wrist_z', 'r_wrist_x', 'r_indexfinger_x']
[16.309911727905273, 58.055641174316406, 134.63882446289062, 115.04682922363281, -120.84261322021484, 170.83993530273438, 56.61869430541992]
[15.916662216186523, 62.57682418823242, 130.0469970703125, 108.89488983154297, -113.43696594238281, 167.0164794921875, 49.44792556762695]
[14.612800598144531, 65.17481231689453, 125.10565185546875, 104.03632354736328, -108.13640594482422, 164.71458435058594, 44.61872863769531]
[12.698379516601562, 66.87320709228516, 119.63872528076172, 99.69068908691406, -102.93461608886719, 162.38421630859375, 39.607261657714844]
[9.818563461303711, 68.3651351928711, 112.63933563232422, 95.19149780273438, -95.9311752319336, 158.4145050048828, 31.920455932617188]
[6.623326778411865, 68.62138366699219, 105.84164428710938, 91.31356811523438, -89.42649841308594, 153.73406982421875, 23.63917350769043]
[4.443307399749756, 67.7138671875, 101.21023559570312, 88.4267349243164, -85.01104736328125, 150.1337432861328, 17.643049240112305]
[2.778841972351074, 66.51190185546875, 97.30787658691406, 85.87110137939453, -80.81315612792969, 146.63124084472656, 12.127189636230469]
[1.0277608633041382, 65.2750244140625, 93.00503540039062, 83.2325668334961, -75.33154296875, 142.02110290527344, 5.241378307342529]
[0.49376562237739563, 63.69869613647461, 90.6328125, 81.29719543457031, -71.81106567382812, 139.43014526367188, 1.3371880054473877]
[-0.41406986117362976, 62.19208908081055, 87.2957992553711, 79.1172103881836, -66.34651947021484, 135.3291015625, -4.556206703186035]
[-0.9852196574211121, 60.576202392578125, 84.34619140625, 77.07528686523438, -60.54945373535156, 131.33961486816406, -10.253525733947754]
[-0.3080543875694275, 58.7696647644043, 83.44589233398438, 75.86995697021484, -58.03053665161133, 130.03163146972656, -12.189616203308105]
[-0.15218912065029144, 57.01232147216797, 81.34300994873047, 74.31974792480469, -52.911041259765625, 126.94876098632812, -16.55108070373535]
[0.02338985539972782, 55.20273971557617, 79.03734588623047, 72.78724670410156, -46.92636489868164, 123.44320678710938, -21.470722198486328]
[0.6460960507392883, 53.32398223876953, 77.39690399169922, 71.56944274902344, -41.730384826660156, 120.70343780517578, -25.36461639404297]
[1.4387848377227783, 51.40211486816406, 75.89291381835938, 70.49995422363281, -36.43013000488281, 118.03526306152344, -29.151782989501953]
[2.204268455505371, 49.43556213378906, 74.11511993408203, 69.43585205078125, -30.146516799926758, 114.91388702392578, -33.5709342956543]
[3.3849387168884277, 47.456138610839844, 73.03912353515625, 68.72823333740234, -25.04338836669922, 112.62337493896484, -36.852210998535156]
[4.80110502243042, 45.493247985839844, 72.28285217285156, 68.31566619873047, -20.720638275146484, 110.8460922241211, -39.45291519165039]
[5.926405429840088, 43.46851348876953, 70.69019317626953, 67.69781494140625, -14.041449546813965, 107.81769561767578, -43.7625846862793]
[7.298861026763916, 41.47203063964844, 69.4805679321289, 67.36856842041016, -8.146455764770508, 105.31214141845703, -47.36745071411133]
[8.921857833862305, 39.54500198364258, 68.7094497680664, 67.37738037109375, -3.429536819458008, 103.44900512695312, -50.0827522277832]
[10.368319511413574, 37.58066940307617, 67.3409194946289, 67.27538299560547, 3.151599645614624, 100.69902038574219, -54.06879425048828]
[12.120440483093262, 35.76329040527344, 66.59532928466797, 67.63186645507812, 7.666954040527344, 99.0001449584961, -56.596580505371094]
[13.677999496459961, 33.919010162353516, 65.19437408447266, 67.87310028076172, 14.157576560974121, 96.30916595458984, -60.47103500366211]
[15.372291564941406, 32.190616607666016, 64.02997589111328, 68.3796157836914, 19.85162925720215, 94.02118682861328, -63.785850524902344]
[17.210155487060547, 30.621463775634766, 63.17290496826172, 69.20391845703125, 24.266658782958984, 92.31768035888672, -66.27336120605469]
[18.931900024414062, 29.102474212646484, 61.88398361206055, 70.02857971191406, 29.865854263305664, 90.01001739501953, -69.5965576171875]
[20.617753982543945, 27.674577713012695, 60.403717041015625, 70.94471740722656, 35.95187759399414, 87.40853118896484, -73.28894805908203]
[22.444320678710938, 26.47571563720703, 59.31465148925781, 72.2203140258789, 40.273651123046875, 85.62145233154297, -75.8581771850586]
[24.09345245361328, 25.325878143310547, 57.62957763671875, 73.4305648803711, 46.4546012878418, 82.83183288574219, -79.76126098632812]
[25.889305114746094, 24.442461013793945, 56.4345588684082, 75.0279541015625, 50.4698600769043, 81.03700256347656, -82.28263854980469]
[27.491355895996094, 23.648483276367188, 54.63423156738281, 76.59146881103516, 56.254539489746094, 78.21153259277344, -86.15453338623047]
[29.21580696105957, 23.113117218017578, 53.31216049194336, 78.49951171875, 60.066062927246094, 76.32075500488281, -88.75066375732422]
[30.83177947998047, 22.746801376342773, 51.73289108276367, 80.5142822265625, 64.36730194091797, 74.02488708496094, -91.8543930053711]
[32.27217483520508, 22.568801879882812, 49.733760833740234, 82.6232681274414, 69.55841064453125, 71.02412414550781, -95.85125732421875]
[33.74532699584961, 22.62605857849121, 48.01167297363281, 84.99689483642578, 73.56334686279297, 68.52477264404297, -99.15594482421875]
[35.13639450073242, 22.90671157836914, 46.23564529418945, 87.56450653076172, 77.36601257324219, 65.93171691894531, -102.55598449707031]
[36.52239227294922, 23.38658332824707, 44.63078308105469, 90.34345245361328, 80.55713653564453, 63.53911209106445, -105.67363739013672]
[37.513912200927734, 24.18743324279785, 42.24368667602539, 93.3172607421875, 84.97370910644531, 59.731468200683594, -110.55516815185547]
[38.61130905151367, 25.198572158813477, 40.39775466918945, 96.5836410522461, 87.75166320800781, 56.84263610839844, -114.25074768066406]
[39.93273162841797, 26.269672393798828, 39.212257385253906, 100.0175552368164, 89.59629821777344, 54.72224807739258, -116.96906280517578]
[40.78853225708008, 27.727436065673828, 37.244441986083984, 103.77599334716797, 92.26223754882812, 50.92250061035156, -121.75814056396484]
[41.541725158691406, 29.458173751831055, 35.32554244995117, 107.881591796875, 94.28903198242188, 46.94007873535156, -126.75082397460938]
[42.60566711425781, 31.207509994506836, 34.14558410644531, 112.1706771850586, 95.40911865234375, 43.74333190917969, -130.75845336914062]
[43.42378616333008, 33.28495407104492, 32.690120697021484, 116.8987045288086, 96.33350372314453, 39.32253646850586, -136.25146484375]
[44.37324142456055, 35.49987030029297, 31.576705932617188, 121.96634674072266, 96.5630111694336, 34.63008117675781, -142.0557403564453]
[45.59396743774414, 37.7439079284668, 30.931406021118164, 127.31388092041016, 96.27765655517578, 29.43613624572754, -148.4584197998047]
[47.52134323120117, 39.63352966308594, 31.227191925048828, 132.6134796142578, 96.26290130615234, 23.74553680419922, -155.45835876464844]
[50.85883712768555, 41.031524658203125, 33.40119171142578, 137.582763671875, 96.95942687988281, 22.692947387695312, -156.816650390625]
